scorer_short_name,nationality_name,total_game_changing_goals,avg_elo_improvement,fc26_overall_rating
Anastasios Bakasetas,Greece,4,No Elo Data,76.0
Anatoli Ilyin,,3,No Elo Data,
Anatoliy Banishevskiy,,2,No Elo Data,
Anatoliy Byshovets,,3,No Elo Data,
Anatoliy Demyanenko,,1,No Elo Data,
Anatoliy Konkov,,3,No Elo Data,
Anders Grönhagen,,3,No Elo Data,
Anders Svensson,,5,No Elo Data,
Andi Herzog,,1,No Elo Data,
Andi Zeqiri,,1,No Elo Data,
Andoni Zubizarreta,,1,No Elo Data,
Andraž Šporar,,1,No Elo Data,
Andre Gray,,1,No Elo Data,
Andre Kona N'Gole,,1,No Elo Data,
Andre Schembri,,1,No Elo Data,
Andre Wabealo,,1,No Elo Data,
Andrea Belotti,Italy,4,No Elo Data,77.0
Andrea Pirlo,,5,No Elo Data,
Andreas Andersson,,2,No Elo Data,
Andreas Avraam,,1,No Elo Data,
Andreas Bonovas,,1,No Elo Data,
Andreas Brehme,,3,No Elo Data,
Andreas Christensen,,2,No Elo Data,
Andreas Cornelius,,3,No Elo Data,
Andreas Granqvist,,3,No Elo Data,
Andreas Heraf,,1,No Elo Data,
Andreas Herzog,,9,No Elo Data,
Andreas Ivanschitz,,3,No Elo Data,
Andreas Krause,,1,No Elo Data,
Andreas Möller,,5,No Elo Data,
Andreas Niniadis,,1,No Elo Data,
Andreas Ogris,,3,No Elo Data,
Andreas Olsen,,1,No Elo Data,
Andreas Papaemmanouil,,1,No Elo Data,
Andreas Ravelli,,1,No Elo Data,
Andreas Skov Olsen,Denmark,3,No Elo Data,77.0
Andreas Sotiriou,,3,No Elo Data,
Andreas Thom,,5,No Elo Data,
Andrei Agius,,1,No Elo Data,
Andrei Finonchenko,,2,No Elo Data,
Andrei Kanchelskis,,2,No Elo Data,
Andrei Karpovich,,1,No Elo Data,
Andrei Karyaka,,3,No Elo Data,
Andrei Sidorenkov,,1,No Elo Data,
Andrei Stepanov,,1,No Elo Data,
Andrej Kramarić,Croatia,13,6.5,81.0
Andrej Kvašňák,,3,No Elo Data,
Andrejs Cigaņiks,Latvia,2,No Elo Data,67.0
Andrejs Prohorenkovs,,2,No Elo Data,
Andrejs Rubins,,3,No Elo Data,
Andrejs Štolcers,,2,No Elo Data,
Andres Oper,,5,No Elo Data,
Andrew Hainault,,1,No Elo Data,
Andrew Mobberley,,1,No Elo Data,
Andrew Murunga,,1,No Elo Data,
Andrew Tembo,,1,No Elo Data,
Andrey Arshavin,,2,No Elo Data,
Andrey Movsisyan,,1,No Elo Data,
Andrey Tikhonov,,1,No Elo Data,
Andrey Zhelyazkov,,3,No Elo Data,
Andri Guðjohnsen,,2,No Elo Data,
Andrian Kraev,,1,No Elo Data,
Andrija Delibašić,,3,No Elo Data,
Andrius Skerla,,1,No Elo Data,
Andriy Husin,,3,No Elo Data,
Andriy Rusol,,3,No Elo Data,
Andriy Shevchenko,,21,No Elo Data,
Andriy Vorobey,,1,No Elo Data,
Andriy Voronin,,1,No Elo Data,
Andriy Yarmolenko,Ukraine,12,No Elo Data,73.0
Andrzej Buncol,,1,No Elo Data,
Andrzej Iwan,,1,No Elo Data,
Andrzej Jarosik,,4,No Elo Data,
Andrzej Juskowiak,,4,No Elo Data,
Andrzej Niedzielan,,1,No Elo Data,
Andrzej Pałasz,,1,No Elo Data,
Andrzej Szarmach,,5,No Elo Data,
András Schäfer,Hungary,1,No Elo Data,74.0
András Törőcsik,,1,No Elo Data,
André Abegglen,,2,No Elo Data,
André Ayew,,10,No Elo Data,
André Bikey,,1,No Elo Data,
André Carrillo,,6,No Elo Data,
André Egli,,3,No Elo Data,
André Guy,,1,No Elo Data,
André Kana-Biyik,,6,No Elo Data,
André Luiz Moreira,,1,No Elo Data,
André Mbouta,,1,No Elo Data,
André Ooijer,,1,No Elo Data,
André Schürrle,,3,No Elo Data,
André Silva,Portugal,5,13.33,76.0
André le Fèvre,,1,No Elo Data,
André van Herpe,,1,No Elo Data,
André-Frank Zambo Anguissa,Cameroon,1,No Elo Data,82.0
André-Pierre Gignac,,2,No Elo Data,
Andrés Andrade,,1,No Elo Data,
Andrés Aurelio González,,1,No Elo Data,
Andrés D'Alessandro,,1,No Elo Data,
Andrés Escobar,,1,No Elo Data,
Andrés Guardado,,10,No Elo Data,
Andrés Iniesta,,4,No Elo Data,
Andrés Martínez,,1,No Elo Data,
Andrés Mendoza,,3,No Elo Data,
Andrés Prieto,,2,No Elo Data,
Andrés Scotti,,1,No Elo Data,
Andrėjus Tereškinas,,2,No Elo Data,
Andy Furtado,,1,No Elo Data,
Andy Herron,,2,No Elo Data,
Andy Melville,,1,No Elo Data,
Andy Najar,,2,No Elo Data,
Andy Polo,,1,No Elo Data,
Andy Reid,,1,No Elo Data,
Andy Robertson,,1,No Elo Data,
Andy Selva,,2,No Elo Data,
Andy Straden,,1,No Elo Data,
Andy Townsend,,2,No Elo Data,
Andy Williams,,7,No Elo Data,
Anel Ahmedhodžić,Bosnia and Herzegovina,1,-34.0,74.0
Anfernee Dijksteel,,1,No Elo Data,
Anfilogino Guarisi,,1,No Elo Data,
Anfilogino Marques,,1,No Elo Data,
Angel Chiessa,,1,No Elo Data,
Angel Perucca,,1,No Elo Data,
Angel Rambert,,1,No Elo Data,
Angel Segura,,1,No Elo Data,
Angelo Domenghini,,3,No Elo Data,
Angelo Schiavio,,2,No Elo Data,
Angelo Sormani,,1,No Elo Data,
Angelos Basinas,,2,No Elo Data,
Angelos Charisteas,,12,No Elo Data,
Anghel Iordănescu,,4,No Elo Data,
Angus Eve,,3,No Elo Data,
Anice Badri,,1,No Elo Data,
Anicet Abel,,1,No Elo Data,
Anicet Adjamossi,,1,No Elo Data,
Anil Gurung,,1,No Elo Data,
Anjan Bista,,3,No Elo Data,
Anjas Asmara,,1,No Elo Data,
Antal Dunai,,1,No Elo Data,
Antal Nagy,,1,No Elo Data,
Antal Róth,,1,No Elo Data,
Antanas Lingis,,4,No Elo Data,
Antar Yahia,,2,No Elo Data,
Ante Budimir,Croatia,3,15.0,82.0
Ante Milicic,,2,No Elo Data,
Ante Razov,,1,No Elo Data,
Ante Rebić,Croatia,1,68.0,72.0
Anteneh Alameraw,,1,No Elo Data,
Anthony Abrams,,1,No Elo Data,
Anthony Annan,,1,No Elo Data,
Anthony Elanga,,1,No Elo Data,
Anthony Gordon,,1,No Elo Data,
Anthony Hernandez,,1,No Elo Data,
Anthony Lozano,,2,No Elo Data,
Anthony Martial,,1,No Elo Data,
Anthony Modeste,,1,No Elo Data,
Anthony Ralston,Scotland,1,23.0,71.0
Anthony Rougier,,1,No Elo Data,
Anthony Straker,,1,No Elo Data,
Antoine Griezmann,France,17,27.0,85.0
Antoine Kohn,,1,No Elo Data,
Antoine Semenyo,,1,No Elo Data,
Antolín Alcaraz,,1,No Elo Data,
Anton Allemann,,2,No Elo Data,
Anton Haven,,1,No Elo Data,
Anton Jongsma,,1,No Elo Data,
Anton Kryvotsyuk,,2,No Elo Data,
Anton Miranchuk,,1,No Elo Data,
Anton Ondruš,,1,No Elo Data,
Anton Rogan,,1,No Elo Data,
Anton Saroka,,1,No Elo Data,
Anton Schall,,1,No Elo Data,
Anton Weibel,,1,No Elo Data,
Anton Zemlianukhin,,3,No Elo Data,
Anton Žlogar,,1,No Elo Data,
Antonee Robinson,United States,2,36.0,82.0
Antonijs Černomordijs,,2,No Elo Data,
Antonio Alzamendi,,1,No Elo Data,
Antonio Cabrini,,2,No Elo Data,
Antonio Campolo,,1,No Elo Data,
Antonio Candreva,,2,No Elo Data,
Antonio Cassano,,5,No Elo Data,
Antonio Conte,,1,No Elo Data,
Antonio Di Natale,,2,No Elo Data,
Antonio Flores,,1,No Elo Data,
Antonio González,,1,No Elo Data,
Antonio López Guerrero,,1,No Elo Data,
Antonio Maceda,,4,No Elo Data,
Antonio Nusa,,1,No Elo Data,
Antonio Rada,,1,No Elo Data,
Antonio Sanabria,Paraguay,5,33.0,76.0
Antonio Sardina,,1,No Elo Data,
Antonio Sastre,,1,No Elo Data,
Antonio Valencia,,1,No Elo Data,
Antonio Valentín Angelillo,,2,No Elo Data,
Antonio de Nigris,,1,No Elo Data,
Antonio dos Santos,,1,No Elo Data,
Antonis Antoniadis,,1,No Elo Data,
Antony Ewing,,1,No Elo Data,
Antony de Ávila,,4,No Elo Data,
Antonín Barák,Czechia,4,No Elo Data,75.0
Antonín Panenka,,5,No Elo Data,
Antonín Puč,,1,No Elo Data,
Antti Sumiala,,1,No Elo Data,
Antwan Russell,,1,No Elo Data,
António Neto,,1,No Elo Data,
António Nogueira,,1,No Elo Data,
António Simões,,2,No Elo Data,
Antônio Almeida,,1,No Elo Data,
Antônio Carlos Zago,,2,No Elo Data,
Anvarjon Soliev,,3,No Elo Data,
Anwar Ahmed,,1,No Elo Data,
Anwar Shakunda,,1,No Elo Data,
Anzur Ismailov,,1,No Elo Data,
Aníbal Ciocca,,1,No Elo Data,
Aníbal Godoy,,3,No Elo Data,
Aníbal Tarabini,,1,No Elo Data,
Ao Tanaka,Japan,2,37.5,76.0
Arash Afshin,,1,No Elo Data,
Arash Borhani,,1,No Elo Data,
Araz Abdullayev,,1,No Elo Data,
Arbër Zeneli,Kosovo,3,No Elo Data,71.0
Archie Gemmill,,4,No Elo Data,
Archie Thompson,,1,No Elo Data,
Archil Arveladze,,2,No Elo Data,
Arda Güler,Turkey,3,15.5,81.0
Arda Turan,,8,No Elo Data,
Ardian Ismajli,Albania,1,No Elo Data,74.0
Aref Al Agha,,1,No Elo Data,
Aref Al-Shewaier,,1,No Elo Data,
Arfon Griffiths,,2,No Elo Data,
Argenis Tortolero,,1,No Elo Data,
Ari Hjelm,,4,No Elo Data,
Ari Valvee,,1,No Elo Data,
Arie Haan,,2,No Elo Data,
Ariel Francisco Rodríguez,,1,No Elo Data,
Ariel Graziani,,2,No Elo Data,
Ariel Martínez,,1,No Elo Data,
Ariel Ortega,,5,No Elo Data,
Arif Erdem,,1,No Elo Data,
Arif Kocabıyık,,1,No Elo Data,
Arijan Ademi,,1,No Elo Data,
Aristide Bancé,,6,No Elo Data,
Aritatsu Ogi,,1,No Elo Data,
Arj Changatamilman,,1,No Elo Data,
Arjan Bellaj,,1,No Elo Data,
Arjen Robben,,8,No Elo Data,
Arkadiusz Głowacki,,1,No Elo Data,
Arkadiusz Milik,,6,No Elo Data,
Arkādijs Pavlovs,,2,No Elo Data,
Arlindo Gomes Semedo,,3,No Elo Data,
Arman Karamyan,,1,No Elo Data,
Armand Djerabe,,1,No Elo Data,
Armand Jurion,,2,No Elo Data,
Armand Muller,,1,No Elo Data,
Armandas Kučys,,3,No Elo Data,
Armando Broja,Albania,2,No Elo Data,72.0
Armando Cooper,,3,No Elo Data,
Armando Cruz,,1,No Elo Data,
Armando Sadiku,,3,No Elo Data,
Armando Tobar,,1,No Elo Data,
Armands Zeiberliņš,,4,No Elo Data,
Armel Disney,,1,No Elo Data,
Armen Shahgeldyan,,1,No Elo Data,
Armin Gigović,Bosnia and Herzegovina,1,87.0,72.0
Arminas Narbekovas,,1,No Elo Data,
Arnaldo Owanga,,1,No Elo Data,
Arnbjørn Hansen,,1,No Elo Data,
Arne Brustad,,1,No Elo Data,
Arne Friedrich,,2,No Elo Data,
Arne Pedersen,,1,No Elo Data,
Arnold Bouka Moutou,,1,No Elo Data,
Arnold Dwarika,,2,No Elo Data,
Arnold Mühren,,1,No Elo Data,
Arnold Pihlak,,1,No Elo Data,
Arnoldo Iguarán,,5,No Elo Data,
Arnolds Tauriņš,,1,No Elo Data,
Arnulfo Valentierra,,1,No Elo Data,
Arnór Guðjohnsen,,2,No Elo Data,
Arnór Ingvi Traustason,Iceland,2,No Elo Data,69.0
Arnór Sigurðsson,Iceland,1,No Elo Data,69.0
Aron Gunnarsson,,1,No Elo Data,
Aron Jóhannsson,,1,No Elo Data,
Aron Winter,,1,No Elo Data,
Arouna Koné,,1,No Elo Data,
Arsen Avakov,,1,No Elo Data,
Arshad Al-Alawi,,1,No Elo Data,
Arslanmyrat Amanow,,2,No Elo Data,
Art Welch,,1,No Elo Data,
Artem Besyedin,,2,No Elo Data,
Artem Dovbyk,Ukraine,5,No Elo Data,83.0
Artem Dzyuba,,9,No Elo Data,
Artem Kravets,,4,No Elo Data,
Arthur Fitzsimons,,1,No Elo Data,
Arthur Friedenreich,,2,No Elo Data,
Arthur Melo,,1,No Elo Data,
Arthur Moses,,1,No Elo Data,
Artim Šakiri,,1,No Elo Data,
Arto Tolsa,,1,No Elo Data,
Artur Correia,,1,No Elo Data,
Artur Geworkýan,,2,No Elo Data,
Artur Ioniță,,1,No Elo Data,
Artur Miranyan,,1,No Elo Data,
Artur Petrosyan,,5,No Elo Data,
Artur Sarkisov,,1,No Elo Data,
Arturo Arrieta,,1,No Elo Data,
Arturo Carmona,,1,No Elo Data,
Arturo Mina,,1,No Elo Data,
Arturo Norambuena,,1,No Elo Data,
Arturo Vidal,Chile,10,No Elo Data,73.0
Artyom Filiposyan,,1,No Elo Data,
Artýom Nazarow,,1,No Elo Data,
Artūras Žulpa,,2,No Elo Data,
Artūrs Karašausks,,1,No Elo Data,
Artūrs Zjuzins,,3,No Elo Data,
Aruna Dindane,,3,No Elo Data,
Arvydas Novikovas,,4,No Elo Data,
Ary Papel,,1,No Elo Data,
Arístides Rojas,,2,No Elo Data,
Arístides del Puerto,,1,No Elo Data,
Asadhulla Abdulla,,1,No Elo Data,
Asam Duraiban,,1,No Elo Data,
Asamoah Gyan,,15,No Elo Data,
Aschalew Tamene,,1,No Elo Data,
Ashkan Dejagah,,1,No Elo Data,
Ashley Williams,,1,No Elo Data,
Ashley Young,,2,No Elo Data,
Ashraf Uddin Ahmed Chunnu,,2,No Elo Data,
Asier Illarramendi,,1,No Elo Data,
Askhat Tagybergen,,2,No Elo Data,
Aslan Darabayev,,1,No Elo Data,
Asnawi Mangkualam,,1,No Elo Data,
Assan Ceesay,,1,No Elo Data,
Assani Bajope,,1,No Elo Data,
Astrit Ziu,,1,No Elo Data,
Atanas Iliev,,1,No Elo Data,
Atanas Mihaylov,,1,No Elo Data,
Athanas Tendeng,,1,No Elo Data,
Athuman Iddy,,1,No Elo Data,
Ati Kepo,,1,No Elo Data,
Atiba Hutchinson,,3,No Elo Data,
Atik Ismail,,3,No Elo Data,
Atilio Ancheta,,1,No Elo Data,
Atilio Cremaschi,,1,No Elo Data,
Atilio García,,2,No Elo Data,
Atilio López,,2,No Elo Data,
Atkin Kaua,,1,No Elo Data,
Atli Eðvaldsson,,3,No Elo Data,
Ats Purje,,2,No Elo Data,
Atsuhiro Miura,,1,No Elo Data,
Atsushi Yanagisawa,,2,No Elo Data,
Atsuto Uchida,,2,No Elo Data,
Attila Abonyi,,1,No Elo Data,
Attila Fiola,,1,No Elo Data,
Attila Pintér,,1,No Elo Data,
Attilio Lombardo,,1,No Elo Data,
Au Wai Lun,,3,No Elo Data,
Aubert Philips,,1,No Elo Data,
Aubrey Modiba,,1,No Elo Data,
Audel Laville,,2,No Elo Data,
Audrius Kšanavičius,,1,No Elo Data,
Audrius Žuta,,1,No Elo Data,
August Foe a Man,,1,No Elo Data,
August Starek,,1,No Elo Data,
Augustine Ahinful,,1,No Elo Data,
Augusto Espinoza,,1,No Elo Data,
Augusto Silva,,1,No Elo Data,
Augustus Kargbo,Sierra Leone,1,No Elo Data,67.0
Aung Khin,,1,No Elo Data,
Aurel Ţicleanu,,1,No Elo Data,
Aurelijus Skarbalius,,2,No Elo Data,
Aurelio Domínguez,,1,No Elo Data,
Aurelio González,,2,No Elo Data,
Aurelio Martínez,,1,No Elo Data,
Aurelio Vidmar,,3,No Elo Data,
Aurélien Chedjou,,1,No Elo Data,
Aurélien Joachim,,5,No Elo Data,
Aurélien Tchouaméni,,1,No Elo Data,
Ausberto García,,2,No Elo Data,
Austin Berry,,2,No Elo Data,
Austin Huggins,,2,No Elo Data,
Austin Makacha,,1,No Elo Data,
Avi Cohen,,2,No Elo Data,
Avi Nimni,,4,No Elo Data,
Avondale Williams,,1,No Elo Data,
Awad Koka,,1,No Elo Data,
Awer Mabil,,1,No Elo Data,
Axel Méyé,,1,No Elo Data,
Axel Temataua,,2,No Elo Data,
Axel Tuanzebe,DR Congo,1,-2.0,73.0
Axel Witsel,,3,No Elo Data,
Ayan Sadakov,,2,No Elo Data,
Ayase Ueda,Japan,4,19.0,74.0
Aydın Yelken,,1,No Elo Data,
Ayhan Elmastaşoğlu,,2,No Elo Data,
Ayman Mansour,,2,No Elo Data,
Aymen Abdennour,,1,No Elo Data,
Aymen Hussein,,11,No Elo Data,
Aymeric Laporte,,1,No Elo Data,
Ayoub El Kaabi,Morocco,2,60.5,80.0
Ayouba Kosiah,,1,No Elo Data,
Aziz Behich,,3,No Elo Data,
Aziz Bouhaddouz,,2,No Elo Data,
Azizbek Haydarov,,1,No Elo Data,
Azizbek Turgunboev,,2,No Elo Data,
Azizol Abu Haniffah,,1,No Elo Data,
Azman Adnan,,4,No Elo Data,
Azzedine Ounahi,Morocco,3,13.33,76.0
Aïssa Laïdouni,,1,No Elo Data,
Aïssa Mandi,Algeria,1,-95.0,75.0
Baba Otu Mohammed,,1,No Elo Data,
Babacar Gueye,,1,No Elo Data,
Babatounde Bello,,1,No Elo Data,
Babiker Santo,,1,No Elo Data,
Babkin Melikian,,1,No Elo Data,
Bachirou Osseni,,1,No Elo Data,
Bachirou Salou,,1,No Elo Data,
Backer Aloenouvo,,1,No Elo Data,
Badar Al-Maimani,,1,No Elo Data,
Badawi Abdel Fattah,,1,No Elo Data,
Bader Al-Mutawa,,3,No Elo Data,
Bader Nasser,,1,No Elo Data,
Badr Haji,,1,No Elo Data,
Badran Al-Shagran,,2,No Elo Data,
Baghdad Bounedjah,,5,No Elo Data,
Baha' Abdel-Rahman,,2,No Elo Data,
Baha' Faisal,,3,No Elo Data,
Bahodir Nasimov,,1,No Elo Data,
Bai Malleh Wadda,,1,No Elo Data,
Baichung Bhutia,,1,No Elo Data,
Bailey Cadamarteri,,2,No Elo Data,
Bakalevu Moceimereke,,1,No Elo Data,
Bakaye Traoré,,1,No Elo Data,
Bakhit Alabadla,,1,No Elo Data,
Bakhtiyar Zaynutdinov,,6,No Elo Data,
Bakhtiyor Ashurmatov,,1,No Elo Data,
Bakri Ibni,,1,No Elo Data,
Balal Arezou,,1,No Elo Data,
Baltazar,Brazil,4,41.0,68.0
Balázs Dzsudzsák,,3,No Elo Data,
Bambang Nurdiansyah,,3,No Elo Data,
Bambang Pamungkas,,1,No Elo Data,
Banana Yaya,,2,No Elo Data,
Bancy Hernández,,2,No Elo Data,
Banou Diawara,,1,No Elo Data,
Barnabás Varga,Hungary,5,No Elo Data,75.0
Barrios Zapata,,1,No Elo Data,
Barry Ferguson,,2,No Elo Data,
Barry Hulshoff,,2,No Elo Data,
Bart Goor,,2,No Elo Data,
Bart McGhee,,1,No Elo Data,
Bartosz Bosacki,,2,No Elo Data,
Bartosz Karwan,,1,No Elo Data,
Barış Alper Yılmaz,Turkey,1,54.0,80.0
Basanta Thapa,,1,No Elo Data,
Basaula Lemba,,1,No Elo Data,
Bashar Abdulaziz,,1,No Elo Data,
Bashar Abdullah,,4,No Elo Data,
Bashar Rashid,,1,No Elo Data,
Bashar Resan,,1,No Elo Data,
Bashar Srour,,1,No Elo Data,
Basheer Saeed,,1,No Elo Data,
Basile Boli,,1,No Elo Data,
Basile de Carvalho,,1,No Elo Data,
Bassala Touré,,1,No Elo Data,
Bassam Al-Rawi,,2,No Elo Data,
Bassam Jeridi,,4,No Elo Data,
Bastian Schweinsteiger,,4,No Elo Data,
Batman Furigi,,1,No Elo Data,
Batram Suri,,4,No Elo Data,
Bauyrzhan Turysbek,,1,No Elo Data,
Bayazir al-Said,,2,No Elo Data,
Bazoumana Touré,Ivory Coast,1,48.0,70.0
Bebeto,Brazil,7,-10.75,70.0
Bebé,,1,No Elo Data,
Beder Caicedo,,1,No Elo Data,
Bedri Omuri,,2,No Elo Data,
Begençmuhammet Kulyýew,,4,No Elo Data,
Behram Abduweli,China PR,1,No Elo Data,59.0
Behtash Fariba,,3,No Elo Data,
Bekim Balaj,,2,No Elo Data,
Bekuretsion Gebre-Hiwot,,1,No Elo Data,
Ben Acheampong,,2,No Elo Data,
Ben Badi,,1,No Elo Data,
Ben Brereton Díaz,,3,No Elo Data,
Ben Chilwell,,1,No Elo Data,
Ben Davies,,1,No Elo Data,
Ben Federspiel,,1,No Elo Data,
Ben Iroha,,1,No Elo Data,
Ben Olsen,,1,No Elo Data,
Ben Sahar,,1,No Elo Data,
Ben Waine,,2,No Elo Data,
Ben Woodburn,,1,No Elo Data,
Benas Šatkus,,1,No Elo Data,
Benedict Akwuegbu,,1,No Elo Data,
Benedicto Godoy Véizaga,,2,No Elo Data,
Bengally Sylla,,2,No Elo Data,
Benigno Apocada,,1,No Elo Data,
Benigno Gutiérrez,,2,No Elo Data,
Benito Armingol,,1,No Elo Data,
Benjaloud Youssouf,,1,No Elo Data,
Benjamin Büchel,,1,No Elo Data,
Benjamin Kololli,Kosovo,1,No Elo Data,68.0
Benjamin Källman,Finland,2,No Elo Data,72.0
Benjamin Moukandjo,,1,No Elo Data,
Benjamin Nygren,Sweden,1,-84.0,73.0
Benjamin Pavard,France,3,59.0,84.0
Benjamin Tahirović,Bosnia and Herzegovina,1,87.0,67.0
Benjamin Totori,,3,No Elo Data,
Benjamin Verbič,,3,No Elo Data,
Benjamin Šeško,Slovenia,6,No Elo Data,80.0
Benjamín Galindo,,6,No Elo Data,
Benjani Mwaruwari,,2,No Elo Data,
Benni McCarthy,,7,No Elo Data,
Benny Feilhaber,,1,No Elo Data,
Benny Nielsen,,1,No Elo Data,
Bent Christensen Arensøe,,2,No Elo Data,
Bent Jensen,,1,No Elo Data,
Bep Bakhuys,,3,No Elo Data,
Berat Djimsiti,,1,No Elo Data,
Bereket Desta,,1,No Elo Data,
Bernard Chanda,,3,No Elo Data,
Bernard Genghini,,3,No Elo Data,
Bernard Lacombe,,1,No Elo Data,
Bernard N'Guessan,,2,No Elo Data,
Bernard Parker,,3,No Elo Data,
Bernard Tchoutang,,3,No Elo Data,
Bernard Voorhoof,,2,No Elo Data,
Bernardo Añor,,1,No Elo Data,
Bernardo Redín,,1,No Elo Data,
Bernardo Silva,Portugal,7,-1.33,84.0
Bernd Bransch,,1,No Elo Data,
Bernd Hölzenbein,,2,No Elo Data,
Bernd Krauss,,1,No Elo Data,
Bernd Schuster,,1,No Elo Data,
Bernhard Cullmann,,2,No Elo Data,
Bernhard Klodt,,1,No Elo Data,
Bert Patenaude,,1,No Elo Data,
Berti Vogts,,1,No Elo Data,
Bertrand Crasson,,1,No Elo Data,
Bertrand Kaï,,1,No Elo Data,
Bertrand Traoré,,2,No Elo Data,
Bertuğ Yıldırım,,1,No Elo Data,
Besart Abdurahimi,,1,No Elo Data,
Besnik Hasi,,2,No Elo Data,
Bessam,,1,No Elo Data,
Bharat Khawas,,1,No Elo Data,
Bhupinder Thakur,,1,No Elo Data,
Bibiano Zapirain,,2,No Elo Data,
Bibras Natcho,,1,No Elo Data,
Bijou Kisombe Mundaba,,1,No Elo Data,
Bikash Panji,,2,No Elo Data,
Bilal Al-Laham,,1,No Elo Data,
Bilal El Khannouss,Morocco,1,38.0,76.0
Bilal Mohammed,,2,No Elo Data,
Bilal Sidibé,,1,No Elo Data,
Bill Looby,,1,No Elo Data,
Bill Tuiloma,,1,No Elo Data,
Billy Bremner,,1,No Elo Data,
Billy Dodds,,3,No Elo Data,
Billy Forbes,,1,No Elo Data,
Billy Hamilton,Scotland,2,-7.0,65.0
Billy McAdams,,1,No Elo Data,
Billy McKinlay,,2,No Elo Data,
Billy Wright,,4,No Elo Data,
Biram Kayal,,1,No Elo Data,
Birkir Bjarnason,,4,No Elo Data,
Birkir Már Sævarsson,,3,No Elo Data,
Björn Andersson,,1,No Elo Data,
Björn Bergmann Sigurðarson,,1,No Elo Data,
Bjørn Maars Johnsen,,2,No Elo Data,
Blagoje Marjanović,,1,No Elo Data,
Blagoy Georgiev,,2,No Elo Data,
Blaise Matuidi,,1,No Elo Data,
Blaise Nkufo,,4,No Elo Data,
Blas Pérez,,8,No Elo Data,
Blas Saruppo,,2,No Elo Data,
Blati Touré,,1,No Elo Data,
Bledar Kola,,1,No Elo Data,
Blessing Makunike,,1,No Elo Data,
Bo Börjesson,,2,No Elo Data,
Bo Larsson,,1,No Elo Data,
Boaz Kofman,,1,No Elo Data,
Bob Iarusci,,1,No Elo Data,
Bob Latchford,,1,No Elo Data,
Boban Nikolov,,2,No Elo Data,
Bobby Charlton,,5,No Elo Data,
Bobby Convey,,1,No Elo Data,
Bobby Despotovski,,1,No Elo Data,
Bobby Hogg,,1,No Elo Data,
Bobby Lennox,,1,No Elo Data,
Bobby Murdoch,,2,No Elo Data,
Bobby Wood,,4,No Elo Data,
Bobo Bola,,1,No Elo Data,
Bodunha,,2,No Elo Data,
Bogdan Stancu,,4,No Elo Data,
Bohdan Masztaler,,1,No Elo Data,
Boitumelo Mafoko,,1,No Elo Data,
Bojan Miovski,North Macedonia,3,No Elo Data,72.0
Boldyn Buman-Uchral,,1,No Elo Data,
Bonaventure Djonkep,,2,No Elo Data,
Bonaventure Kalou,,4,No Elo Data,
Bongani Khumalo,,1,No Elo Data,
Bongani Zungu,,2,No Elo Data,
Bongokuhle Hlongwane,South Africa,1,33.0,71.0
Boniek García,,2,No Elo Data,
Boniface Simutowe,,1,No Elo Data,
Boraî Bashir,,1,No Elo Data,
Boris Tatushin,,1,No Elo Data,
Borislav Dimitrov,,1,No Elo Data,
Borna Barišić,,1,No Elo Data,
Borna Sosa,Croatia,1,-65.0,73.0
Boualem Khoukhi,Qatar,3,0.67,71.0
Boubacar Sanogo,,3,No Elo Data,
Bouchaib El Moubarki,,1,No Elo Data,
Boudewijn Zenden,,3,No Elo Data,
Boujemaa Benkhrif,,1,No Elo Data,
Boulat Esmagambetov,,2,No Elo Data,
Boulaye Dia,Senegal,2,43.0,80.0
Bozhidar Kraev,Bulgaria,1,No Elo Data,69.0
Bozhil Kolev,,2,No Elo Data,
Bořek Dočkal,,3,No Elo Data,
Boško Balaban,,4,No Elo Data,
Boško Gjurovski,,1,No Elo Data,
Boško Janković,,2,No Elo Data,
Boštjan Cesar,,5,No Elo Data,
Brad Evans,,1,No Elo Data,
Bradley Barcola,France,1,7.0,84.0
Brahim Díaz,,3,No Elo Data,
Brahim Kerrit,,1,No Elo Data,
Brahim Zafour,,1,No Elo Data,
Brahima Korbeogo,,1,No Elo Data,
Braian Samudio,,1,No Elo Data,
Branco,Netherlands,3,-7.0,73.0
Brandley Kuwas,,1,No Elo Data,
Brandon Barzey,,1,No Elo Data,
Brandon McDonald,,1,No Elo Data,
Brandon Vázquez,United States,1,-43.0,73.0
Brandur Hendriksson,,1,No Elo Data,
Branislav Ivanović,,3,No Elo Data,
Branko Brnovic,,1,No Elo Data,
Branko Oblak,,2,No Elo Data,
Branko Zebec,,1,No Elo Data,
Brayan Gil,,1,No Elo Data,
Brede Hangeland,,3,No Elo Data,
Breel Embolo,,7,No Elo Data,
Brehima Traoré,,2,No Elo Data,
Brek Shea,,2,No Elo Data,
Brendan Augustine,,1,No Elo Data,
Brendan Gan,,1,No Elo Data,
Brennan Johnson,,2,No Elo Data,
Brent Fisher,,1,No Elo Data,
Brent Sancho,,1,No Elo Data,
Brett Emerton,,3,No Elo Data,
Brett Holman,,3,No Elo Data,
Brian Brendell,,1,No Elo Data,
Brian Brobbey,,1,No Elo Data,
Brian Ching,,3,No Elo Data,
Brian Flynn,,1,No Elo Data,
Brian Haynes,,1,No Elo Data,
Brian Kaltak,Vanuatu,1,No Elo Data,68.0
Brian Laudrup,,7,No Elo Data,
